Time (min),OD,ln(OD600),new_time,group
567.0,0.26,-1.3470736479666092,210.0,reactorD
572.4,0.268,-1.3167682984712803,215.39999999999998,reactorD
577.1999999999999,0.292,-1.2310014767138553,220.19999999999993,reactorD
582.0,0.319,-1.1425641761972924,225.0,reactorD
587.4,0.34299999999999997,-1.0700248318161971,230.39999999999998,reactorD
592.1999999999999,0.357,-1.030019497202498,235.19999999999993,reactorD
597.0,0.399,-0.9187938620922735,240.0,reactorD
602.4,0.429,-0.8462983600541201,245.39999999999998,reactorD
607.1999999999999,0.445,-0.8096809968158968,250.19999999999993,reactorD
612.0,0.478,-0.7381445464906811,255.0,reactorD
617.4,0.503,-0.6871651088823978,260.4,reactorD
622.1999999999999,0.54,-0.616186139423817,265.19999999999993,reactorD
627.0,0.566,-0.5691612007789542,270.0,reactorD
632.4,0.598,-0.5141645250315053,275.4,reactorD
637.1999999999999,0.628,-0.4652151125139384,280.19999999999993,reactorD
642.0,0.673,-0.3960099493374092,285.0,reactorD
647.4,0.712,-0.3396773675701613,290.4,reactorD
652.1999999999999,0.731,-0.3133418192323586,295.19999999999993,reactorD
657.0,0.755,-0.28103752973311236,300.0,reactorD
662.4,0.8,-0.2231435513142097,305.4,reactorD
667.1999999999999,0.817,-0.20211618412213422,310.19999999999993,reactorD
672.0,0.856,-0.15548490284039498,315.0,reactorD
677.4,0.883,-0.12443007837817703,320.4,reactorD
682.1999999999999,0.911,-0.0932123817221787,325.19999999999993,reactorD
687.0,0.946,-0.05551270993025883,330.0,reactorD
692.4,0.951,-0.05024121643674679,335.4,reactorD
697.1999999999999,0.979,-0.021223636451626688,340.19999999999993,reactorD
702.0,0.995,-0.005012541823544286,345.0,reactorD
707.4,0.997,-0.0030045090202987243,350.4,reactorD
712.1999999999999,0.997,-0.0030045090202987243,355.19999999999993,reactorD
717.0,0.997,-0.0030045090202987243,360.0,reactorD
722.4,0.997,-0.0030045090202987243,365.4,reactorD
727.1999999999999,0.997,-0.0030045090202987243,370.19999999999993,reactorD
732.0,0.997,-0.0030045090202987243,375.0,reactorD
737.4,0.997,-0.0030045090202987243,380.4,reactorD
742.1999999999999,0.997,-0.0030045090202987243,385.19999999999993,reactorD
747.0,0.997,-0.0030045090202987243,390.0,reactorD
752.4,0.997,-0.0030045090202987243,395.4,reactorD
757.1999999999999,0.997,-0.0030045090202987243,400.19999999999993,reactorD
762.0,0.997,-0.0030045090202987243,405.0,reactorD
767.4,0.997,-0.0030045090202987243,410.4,reactorD
772.1999999999999,0.997,-0.0030045090202987243,415.19999999999993,reactorD
777.0,0.997,-0.0030045090202987243,420.0,reactorD
782.4,0.997,-0.0030045090202987243,425.4,reactorD
787.1999999999999,0.997,-0.0030045090202987243,430.19999999999993,reactorD
792.0,0.997,-0.0030045090202987243,435.0,reactorD
797.4,0.997,-0.0030045090202987243,440.4,reactorD
802.1999999999999,0.997,-0.0030045090202987243,445.19999999999993,reactorD
807.0,0.997,-0.0030045090202987243,450.0,reactorD
812.4,0.997,-0.0030045090202987243,455.4,reactorD
817.1999999999999,0.997,-0.0030045090202987243,460.19999999999993,reactorD
822.0,0.997,-0.0030045090202987243,465.0,reactorD
827.4,0.997,-0.0030045090202987243,470.4,reactorD
832.1999999999999,0.997,-0.0030045090202987243,475.19999999999993,reactorD
837.0,0.997,-0.0030045090202987243,480.0,reactorD
842.4,0.997,-0.0030045090202987243,485.4,reactorD
847.1999999999999,0.997,-0.0030045090202987243,490.19999999999993,reactorD
852.0,0.997,-0.0030045090202987243,495.0,reactorD
857.4,0.997,-0.0030045090202987243,500.4,reactorD
862.1999999999999,0.997,-0.0030045090202987243,505.19999999999993,reactorD
867.0,0.997,-0.0030045090202987243,510.0,reactorD
872.4,0.997,-0.0030045090202987243,515.4,reactorD
877.1999999999999,0.997,-0.0030045090202987243,520.1999999999999,reactorD
882.0,0.997,-0.0030045090202987243,525.0,reactorD
887.4,0.997,-0.0030045090202987243,530.4,reactorD
892.1999999999999,0.997,-0.0030045090202987243,535.1999999999999,reactorD
897.0,0.997,-0.0030045090202987243,540.0,reactorD
902.4,0.997,-0.0030045090202987243,545.4,reactorD
907.1999999999999,0.997,-0.0030045090202987243,550.1999999999999,reactorD
912.6,0.997,-0.0030045090202987243,555.6,reactorD
917.4,0.997,-0.0030045090202987243,560.4,reactorD
922.1999999999999,0.997,-0.0030045090202987243,565.1999999999999,reactorD
927.6,0.997,-0.0030045090202987243,570.6,reactorD
932.4,0.997,-0.0030045090202987243,575.4,reactorD
937.1999999999999,0.997,-0.0030045090202987243,580.1999999999999,reactorD
942.6,0.997,-0.0030045090202987243,585.6,reactorD
947.4,0.997,-0.0030045090202987243,590.4,reactorD
952.1999999999999,0.997,-0.0030045090202987243,595.1999999999999,reactorD
957.6,0.997,-0.0030045090202987243,600.6,reactorD
962.4,0.997,-0.0030045090202987243,605.4,reactorD
967.2,0.997,-0.0030045090202987243,610.2,reactorD
972.6,0.997,-0.0030045090202987243,615.6,reactorD
977.4,0.997,-0.0030045090202987243,620.4,reactorD
982.2,0.997,-0.0030045090202987243,625.2,reactorD
987.6,0.997,-0.0030045090202987243,630.6,reactorD
992.4,0.997,-0.0030045090202987243,635.4,reactorD
997.2,0.997,-0.0030045090202987243,640.2,reactorD
1002.6,0.997,-0.0030045090202987243,645.6,reactorD
1007.4,0.997,-0.0030045090202987243,650.4,reactorD
1012.2,0.997,-0.0030045090202987243,655.2,reactorD
1017.6,0.997,-0.0030045090202987243,660.6,reactorD
1022.4,0.997,-0.0030045090202987243,665.4,reactorD
1027.2,0.997,-0.0030045090202987243,670.2,reactorD
1032.6000000000001,0.997,-0.0030045090202987243,675.6000000000001,reactorD
1037.3999999999999,0.997,-0.0030045090202987243,680.3999999999999,reactorD
1042.2,0.997,-0.0030045090202987243,685.2,reactorD
1047.6000000000001,0.997,-0.0030045090202987243,690.6000000000001,reactorD
1052.3999999999999,0.997,-0.0030045090202987243,695.3999999999999,reactorD
1057.2,0.997,-0.0030045090202987243,700.2,reactorD
1062.6000000000001,0.997,-0.0030045090202987243,705.6000000000001,reactorD
1067.3999999999999,0.997,-0.0030045090202987243,710.3999999999999,reactorD
1072.2,0.997,-0.0030045090202987243,715.2,reactorD
1077.6000000000001,0.997,-0.0030045090202987243,720.6000000000001,reactorD
1082.3999999999999,0.997,-0.0030045090202987243,725.3999999999999,reactorD
1087.2,0.997,-0.0030045090202987243,730.2,reactorD
1092.6000000000001,0.997,-0.0030045090202987243,735.6000000000001,reactorD
1097.3999999999999,0.997,-0.0030045090202987243,740.3999999999999,reactorD
1102.2,0.997,-0.0030045090202987243,745.2,reactorD
1107.6000000000001,0.997,-0.0030045090202987243,750.6000000000001,reactorD
1112.3999999999999,0.997,-0.0030045090202987243,755.3999999999999,reactorD
1117.2,0.997,-0.0030045090202987243,760.2,reactorD
1122.6000000000001,0.997,-0.0030045090202987243,765.6000000000001,reactorD
1127.3999999999999,0.997,-0.0030045090202987243,770.3999999999999,reactorD
1132.2,0.997,-0.0030045090202987243,775.2,reactorD
1137.6000000000001,0.997,-0.0030045090202987243,780.6000000000001,reactorD
1142.3999999999999,0.997,-0.0030045090202987243,785.3999999999999,reactorD
1147.2,0.997,-0.0030045090202987243,790.2,reactorD
1152.6000000000001,0.997,-0.0030045090202987243,795.6000000000001,reactorD
1157.3999999999999,0.997,-0.0030045090202987243,800.3999999999999,reactorD
1162.2,0.997,-0.0030045090202987243,805.2,reactorD
1167.6000000000001,0.997,-0.0030045090202987243,810.6000000000001,reactorD
1172.3999999999999,0.997,-0.0030045090202987243,815.3999999999999,reactorD
1177.2,0.997,-0.0030045090202987243,820.2,reactorD
1182.6000000000001,0.997,-0.0030045090202987243,825.6000000000001,reactorD
1187.3999999999999,0.997,-0.0030045090202987243,830.3999999999999,reactorD
1192.2,0.997,-0.0030045090202987243,835.2,reactorD
1197.6000000000001,0.997,-0.0030045090202987243,840.6000000000001,reactorD
1202.3999999999999,0.997,-0.0030045090202987243,845.3999999999999,reactorD
1207.2,0.997,-0.0030045090202987243,850.2,reactorD
1212.6000000000001,0.997,-0.0030045090202987243,855.6000000000001,reactorD
1217.3999999999999,0.997,-0.0030045090202987243,860.3999999999999,reactorD
1222.2,0.997,-0.0030045090202987243,865.2,reactorD
1227.6000000000001,0.997,-0.0030045090202987243,870.6000000000001,reactorD
1232.3999999999999,0.997,-0.0030045090202987243,875.3999999999999,reactorD
1237.2,0.997,-0.0030045090202987243,880.2,reactorD
1242.6000000000001,0.997,-0.0030045090202987243,885.6000000000001,reactorD
1247.3999999999999,0.997,-0.0030045090202987243,890.3999999999999,reactorD
1252.2,0.997,-0.0030045090202987243,895.2,reactorD
1257.6000000000001,0.997,-0.0030045090202987243,900.6000000000001,reactorD
1262.3999999999999,0.997,-0.0030045090202987243,905.3999999999999,reactorD
1267.2,0.997,-0.0030045090202987243,910.2,reactorD
1272.6000000000001,0.997,-0.0030045090202987243,915.6000000000001,reactorD
1277.3999999999999,0.997,-0.0030045090202987243,920.3999999999999,reactorD
1282.2,0.997,-0.0030045090202987243,925.2,reactorD
1287.6000000000001,0.997,-0.0030045090202987243,930.6000000000001,reactorD
1292.3999999999999,0.997,-0.0030045090202987243,935.3999999999999,reactorD
1297.2,0.997,-0.0030045090202987243,940.2,reactorD
1302.6000000000001,0.997,-0.0030045090202987243,945.6000000000001,reactorD
1307.3999999999999,0.997,-0.0030045090202987243,950.3999999999999,reactorD
1312.2,0.997,-0.0030045090202987243,955.2,reactorD
