time,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,A7,B7,C7,D7,A8,B8,C8,D8,A9,B9,C9,D9,A10,B10,C10,D10,Aaverage,Baverage,Caverage,Daverage,Anormalised,Bnormalised,Cnormalised,Dnormalised,OD_A,OD_B,OD_C,OD_D,DilutiontimeforA,DilutiontimeforB,DilutiontimeforC,DilutiontimeforD,ErrorA,ErrorB,ErrorC,ErrorD
19.04,995,1023,572,1023,1987,2046,1139,2046,2979,3035,1707,3069,3972,4058,2278,4092,4968,5081,2850,5115,5960,6085,3418,6138,6954,7108,3986,7161,7949,8131,4553,8184,8942,9154,5122,9207,9933,10177,5689,10230,993,1017,568,1023,924,975,535,938,0.5544,0.7800,0.5350,0.5628,0,0,0,0,-1.05,-0.82,-1.07,-1.04
19.12,995,1023,568,1023,1993,2046,1138,2046,2987,3069,1705,3048,3981,4092,2272,4058,4979,5115,2842,5081,5977,6138,3412,6104,6972,7160,3980,7127,7969,8183,4551,8150,8967,9206,5121,9173,9961,10229,5688,10196,996,1022,568,1019,927,980,535,934,0.5562,0.7840,0.5350,0.5604,0,0,0,0,-1.04,-0.82,-1.07,-1.04
19.21,990,1023,566,960,1984,2046,1138,1983,2974,3069,1708,3006,3964,4092,2275,4029,4956,5115,2845,5052,5948,6125,3415,6075,6937,7137,3981,7098,7926,8160,4549,8121,8917,9183,5120,9144,9907,10206,5686,10167,990,1020,568,1016,921,978,535,931,0.5526,0.7824,0.5350,0.5586,0,0,0,0,-1.05,-0.82,-1.07,-1.04
19.29,988,1023,567,1023,1979,2046,1138,2046,2968,3023,1707,3069,3959,4046,2277,4092,4947,5069,2845,5115,5939,6092,3416,6138,6927,7115,3983,7161,7918,8138,4555,8184,8908,9161,5124,9207,9896,10184,5692,10230,989,1018,569,1023,920,976,536,938,0.5520,0.7808,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.37,988,1023,567,1023,1979,2046,1139,2046,2966,3053,1707,3069,3954,4076,2277,4092,4943,5099,2847,5115,5930,6122,3415,6138,6921,7145,3987,7161,7907,8168,4556,8184,8898,9191,5127,9207,9884,10214,5695,10230,988,1021,569,1023,919,979,536,938,0.5514,0.7832,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.46,991,1023,568,1023,1984,2046,1139,2046,2976,3069,1709,3069,3965,4092,2276,4092,4955,5115,2843,5115,5946,6138,3413,6138,6936,7161,3987,7161,7928,8184,4557,8184,8917,9207,5124,9207,9905,10230,5692,10230,990,1023,569,1023,921,981,536,938,0.5526,0.7848,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.54,992,1023,569,1023,1984,2046,1141,2046,2974,3015,1710,3069,3970,4025,2282,4092,4958,5048,2846,5115,5949,6071,3418,6138,6942,7094,3987,7161,7932,8117,4556,8184,8922,9140,5125,9207,9914,10163,5696,10230,991,1016,569,1023,922,974,536,938,0.5532,0.7792,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.62,990,1017,568,1023,1981,2018,1138,2001,2971,3041,1708,3024,3964,4064,2279,4047,4954,5087,2848,5070,5946,6110,3419,6093,6936,7133,3987,7116,7928,8156,4558,8139,8918,9179,5125,9162,9910,10202,5696,10185,991,1020,569,1018,922,978,536,933,0.5532,0.7824,0.5360,0.5598,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.71,994,1023,572,1023,1985,2046,1140,2046,2977,3069,1713,3069,3969,4076,2282,4092,4960,5099,2851,5115,5953,6115,3423,6138,6943,7128,3989,7161,7937,8151,4561,8184,8930,9174,5132,9207,9921,10197,5701,10230,992,1019,570,1023,923,977,537,938,0.5538,0.7816,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.79,990,1023,568,1023,1981,2046,1139,2046,2974,3069,1712,3069,3967,4092,2283,4092,4959,5061,2851,5115,5949,6075,3420,6138,6942,7098,3992,7161,7933,8121,4562,8184,8921,9144,5130,9207,9911,10167,5699,10230,991,1016,569,1023,922,974,536,938,0.5532,0.7792,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.87,992,1023,571,1023,1985,2018,1143,2046,2976,3041,1712,3069,3970,4064,2285,4092,4963,5087,2854,5115,5954,6110,3423,6138,6948,7133,3994,7161,7938,8156,4563,8184,8929,9179,5132,9207,9922,10202,5702,10230,992,1020,570,1023,923,978,537,938,0.5538,0.7824,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
19.96,990,971,571,1023,1984,1961,1144,2046,2977,2984,1713,3069,3971,4007,2286,4092,4959,5030,2857,5115,5950,6053,3427,6138,6943,7076,3999,7161,7934,8099,4568,8184,8928,9122,5139,9207,9921,10145,5712,10230,992,1014,571,1023,923,972,538,938,0.5538,0.7776,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.04,993,1023,572,1023,1981,2028,1140,2046,2971,3051,1709,3069,3965,4074,2282,4092,4957,5045,2853,5115,5946,6051,3421,6138,6936,7074,3990,7161,7929,8097,4562,8184,8921,9120,5133,9207,9911,10143,5702,10230,991,1014,570,1023,922,972,537,938,0.5532,0.7776,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.12,990,1023,569,1023,1983,2046,1142,2046,2970,3069,1711,3069,3963,4092,2284,4092,4955,5115,2855,5115,5948,6138,3430,6138,6938,7161,3999,7161,7930,8184,4572,8184,8920,9207,5143,9207,9910,10230,5715,10230,991,1023,571,1023,922,981,538,938,0.5532,0.7848,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.21,990,984,570,1023,1980,1999,1142,2046,2972,3022,1715,3069,3961,3990,2285,4092,4949,4959,2855,5115,5940,5941,3428,6138,6929,6963,3996,7161,7920,7986,4569,8184,8909,9009,5139,9207,9897,10032,5709,10230,989,1003,570,1023,920,961,537,938,0.5520,0.7688,0.5370,0.5628,0,0,0,0,-1.05,-0.83,-1.06,-1.04
20.29,993,1023,574,1023,1984,2039,1144,2046,2973,3062,1713,3069,3965,4085,2287,4092,4955,5108,2858,5115,5941,6100,3425,6138,6934,7123,3997,7161,7927,8146,4570,8184,8916,9169,5139,9207,9906,10192,5708,10230,990,1019,570,1023,921,977,537,938,0.5526,0.7816,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.37,992,982,569,1023,1984,2005,1142,2046,2977,3028,1714,3069,3968,4051,2281,4092,4960,5074,2851,5115,5954,6097,3423,6138,6944,7120,3992,7161,7936,8143,4560,8184,8929,9166,5131,9207,9923,10189,5702,10230,992,1018,570,1023,923,976,537,938,0.5538,0.7808,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.46,991,1006,570,995,1985,2029,1142,2018,2976,2991,1712,3041,3970,4014,2284,4064,4963,5034,2856,5087,5954,6057,3424,6110,6950,7080,3998,7133,7943,8103,4567,8156,8934,9126,5135,9179,9928,10149,5707,10202,992,1014,570,1020,923,972,537,935,0.5538,0.7776,0.5370,0.5610,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.54,988,1011,568,1023,1981,2034,1142,2046,2972,3057,1710,3069,3963,4080,2281,4092,4955,5103,2855,5115,5943,6126,3424,6138,6934,7149,3995,7161,7925,8172,4566,8184,8915,9195,5136,9207,9907,10218,5711,10230,990,1021,571,1023,921,979,538,938,0.5526,0.7832,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.62,993,1023,572,1023,1983,2046,1142,2046,2973,3069,1714,3069,3966,4092,2286,4092,4956,5115,2855,5115,5948,6138,3425,6138,6940,7161,3995,7161,7931,8184,4567,8184,8925,9207,5140,9207,9914,10230,5709,10230,991,1023,570,1023,922,981,537,938,0.5532,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.71,992,1023,572,1023,1986,2046,1147,2046,2976,3069,1718,3069,3969,4092,2291,4092,4958,5115,2861,5115,5951,6138,3437,6138,6941,7161,4006,7161,7932,8184,4578,8184,8924,9207,5148,9207,9914,10230,5719,10230,991,1023,571,1023,922,981,538,938,0.5532,0.7848,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.79,992,1023,573,1023,1983,2046,1143,2046,2972,3069,1711,3069,3964,4092,2287,4092,4955,5074,2857,5115,5943,6094,3426,6138,6938,7117,3997,7161,7929,8140,4566,8184,8917,9163,5134,9207,9907,10186,5705,10230,990,1018,570,1023,921,976,537,938,0.5526,0.7808,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.87,991,1023,571,1023,1985,2046,1146,2038,2979,3045,1718,3061,3971,4068,2287,4084,4969,5091,2862,5107,5965,6114,3437,6130,6957,7137,4012,7153,7951,8160,4586,8176,8943,9183,5156,9199,9936,10206,5730,10222,993,1020,573,1022,924,978,540,937,0.5544,0.7824,0.5400,0.5622,0,0,0,0,-1.05,-0.82,-1.06,-1.04
20.96,997,1023,580,1023,1990,2021,1150,2046,2985,3044,1725,3069,3981,4067,2300,4092,4973,5090,2872,5115,5968,6107,3447,6138,6963,7107,4022,7161,7953,8130,4595,8184,8949,9153,5170,9207,9943,10176,5743,10230,994,1017,574,1023,925,975,541,938,0.5550,0.7800,0.5410,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.04,993,1023,570,1023,1987,2046,1142,2046,2980,3069,1711,3069,3976,4092,2285,4092,4970,5115,2855,5115,5963,6138,3424,6138,6957,7161,3996,7161,7947,8184,4565,8184,8941,9207,5138,9207,9934,10230,5708,10230,993,1023,570,1023,924,981,537,938,0.5544,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.12,991,1023,570,1023,1986,2046,1145,2046,2978,3069,1716,3069,3969,4092,2288,4092,4963,5115,2862,5115,5954,6138,3433,6138,6945,7161,4005,7161,7940,8184,4580,8184,8934,9207,5154,9207,9924,10230,5724,10230,992,1023,572,1023,923,981,539,938,0.5538,0.7848,0.5390,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.21,991,1023,568,1023,1983,2046,1142,2046,2976,3069,1715,3069,3967,4092,2285,4092,4960,5042,2859,5115,5953,6065,3430,6138,6944,7088,4000,7161,7939,8111,4574,8184,8931,9134,5145,9207,9921,10157,5716,10230,992,1015,571,1023,923,973,538,938,0.5538,0.7784,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.29,990,1023,569,1023,1983,2046,1145,2046,2975,3069,1718,3069,3965,4092,2287,4092,4957,5115,2858,5115,5951,6138,3432,6138,6944,7161,4005,7161,7934,8184,4574,8184,8926,9207,5147,9207,9920,10230,5721,10230,992,1023,572,1023,923,981,539,938,0.5538,0.7848,0.5390,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.37,992,1023,570,1023,1986,2046,1143,2046,2978,3069,1714,3069,3969,4092,2284,4092,4962,5115,2856,5115,5956,6138,3431,6138,6948,7161,4002,7161,7938,8184,4573,8184,8929,9207,5146,9207,9922,10230,5718,10230,992,1023,571,1023,923,981,538,938,0.5538,0.7848,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.46,989,1021,569,1023,1982,2044,1143,2046,2974,3067,1715,3069,3963,4090,2283,4092,4952,5113,2854,5115,5943,6136,3428,6138,6935,7159,4001,7161,7925,8182,4569,8184,8913,9205,5140,9207,9903,10228,5714,10230,990,1022,571,1023,921,980,538,938,0.5526,0.7840,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.54,993,1023,572,1023,1982,2046,1143,2046,2974,3069,1715,3069,3964,4092,2285,4092,4957,5115,2860,5115,5946,6138,3430,6138,6937,7161,4002,7161,7927,8184,4571,8184,8919,9207,5143,9207,9905,10230,5713,10230,990,1023,571,1023,921,981,538,938,0.5526,0.7848,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.62,993,1023,573,1023,1984,2046,1143,2046,2974,3069,1714,3069,3967,4092,2288,4092,4960,5115,2860,5115,5950,6120,3429,6138,6940,7143,3999,7161,7933,8166,4572,8184,8925,9189,5144,9207,9916,10212,5714,10230,991,1021,571,1023,922,979,538,938,0.5532,0.7832,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.71,989,1023,573,1023,1976,2046,1143,2046,2967,3009,1716,3069,3956,4030,2289,4092,4942,5053,2858,5115,5930,6076,3431,6138,6920,7099,4005,7161,7906,8122,4576,8184,8894,9145,5147,9207,9886,10168,5720,10230,988,1016,572,1023,919,974,539,938,0.5514,0.7792,0.5390,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.79,995,1023,578,1023,1986,2046,1153,2046,2982,3053,1734,3069,3976,4076,2311,4092,4968,5099,2886,5115,5962,6122,3462,6138,6954,7145,4038,7161,7946,8168,4613,8184,8942,9191,5192,9207,9934,10214,5767,10230,993,1021,576,1023,924,979,543,938,0.5544,0.7832,0.5430,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.87,989,1023,571,1023,1981,2046,1145,2046,2970,3069,1716,3069,3963,4092,2293,4092,4955,5115,2865,5115,5944,6138,3436,6138,6936,7161,4010,7161,7928,8184,4582,8184,8918,9207,5153,9207,9911,10230,5725,10230,991,1023,572,1023,922,981,539,938,0.5532,0.7848,0.5390,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
21.96,989,1023,574,1023,1982,1960,1149,2046,2968,2983,1723,3069,3961,4006,2301,4092,4954,5029,2879,5115,5945,6052,3453,6138,6940,7075,4031,7161,7931,8098,4604,8184,8927,9121,5182,9207,9920,10144,5758,10230,992,1014,575,1023,923,972,542,938,0.5538,0.7776,0.5420,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.04,996,1023,574,1023,1992,2046,1147,2046,2986,3069,1717,3069,3983,4092,2293,4092,4979,5053,2866,5115,5971,6076,3438,6138,6969,7099,4013,7161,7963,8122,4585,8184,8958,9145,5157,9207,9954,10168,5732,10230,995,1016,573,1023,926,974,540,938,0.5556,0.7792,0.5400,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
22.12,994,985,573,1023,1987,2008,1144,2046,2982,3031,1717,3069,3976,4054,2289,4092,4967,5052,2857,5115,5959,6075,3428,6138,6954,7098,4000,7161,7945,8121,4568,8184,8937,9144,5140,9207,9930,10167,5712,10230,993,1016,571,1023,924,974,538,938,0.5544,0.7792,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.21,987,1023,568,1023,1976,2046,1140,2046,2967,3069,1711,3069,3957,4092,2279,4092,4948,5115,2849,5115,5939,6138,3421,6138,6928,7161,3988,7161,7917,8184,4557,8184,8910,9207,5129,9207,9901,10230,5699,10230,990,1023,569,1023,921,981,536,938,0.5526,0.7848,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.29,989,1023,569,1023,1980,2046,1139,2046,2973,3069,1711,3069,3962,4092,2280,4092,4953,5115,2853,5115,5945,6138,3425,6138,6935,7161,3994,7161,7929,8184,4566,8184,8917,9207,5136,9207,9909,10230,5708,10230,990,1023,570,1023,921,981,537,938,0.5526,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.37,991,1023,568,1023,1981,2046,1137,2046,2974,3017,1708,3069,3966,4040,2279,4092,4956,5063,2848,5115,5949,6086,3419,6138,6939,7109,3986,7161,7933,8132,4558,8184,8922,9155,5127,9207,9915,10178,5699,10230,991,1017,569,1023,922,975,536,938,0.5532,0.7800,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.46,992,1023,574,1023,1980,2046,1143,2046,2969,3069,1712,3069,3963,4092,2284,4092,4954,5115,2855,5115,5943,6138,3425,6138,6931,7161,3994,7161,7925,8184,4566,8184,8917,9207,5136,9207,9906,10230,5705,10230,990,1023,570,1023,921,981,537,938,0.5526,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.54,990,1023,570,1023,1981,2009,1139,2046,2972,3032,1707,3069,3968,4055,2280,4092,4958,5078,2849,5115,5952,6101,3424,6138,6943,7124,3993,7161,7934,8147,4562,8184,8927,9170,5133,9207,9916,10193,5702,10230,991,1019,570,1023,922,977,537,938,0.5532,0.7816,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.62,994,1023,568,1023,1988,2046,1139,2046,2982,3069,1709,3069,3973,4092,2277,4092,4968,5115,2848,5115,5960,6138,3414,6138,6955,7161,3986,7161,7947,8184,4553,8184,8940,9207,5123,9207,9934,10230,5693,10230,993,1023,569,1023,924,981,536,938,0.5544,0.7848,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.71,994,1023,572,1023,1985,2046,1143,2046,2979,3069,1715,3069,3971,4092,2283,4092,4962,5115,2852,5115,5958,6099,3423,6138,6951,7122,3993,7161,7942,8145,4562,8184,8937,9168,5135,9207,9930,10191,5705,10230,993,1019,570,1023,924,977,537,938,0.5544,0.7816,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.79,993,1023,569,1023,1987,2046,1141,2046,2979,3069,1710,3069,3971,4092,2284,4092,4963,5115,2855,5115,5954,6138,3425,6138,6947,7161,3998,7161,7938,8184,4565,8184,8930,9207,5137,9207,9924,10230,5708,10230,992,1023,570,1023,923,981,537,938,0.5538,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.87,993,1023,571,1023,1984,2046,1139,2046,2977,3069,1708,3069,3974,4092,2280,4092,4966,5115,2850,5115,5962,6138,3423,6138,6957,7161,3995,7161,7949,8184,4564,8184,8945,9207,5137,9207,9940,10230,5707,10230,994,1023,570,1023,925,981,537,938,0.5550,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
22.96,993,986,569,1023,1989,2005,1142,2046,2982,3028,1711,3069,3976,4021,2281,4092,4972,5010,2852,5115,5964,6033,3418,6138,6960,7056,3989,7161,7952,8079,4558,8184,8951,9102,5131,9207,9945,10125,5703,10230,994,1012,570,1023,925,970,537,938,0.5550,0.7760,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.04,993,1020,573,1023,1985,1933,1142,2046,2978,2956,1713,3069,3973,3979,2285,4092,4964,5002,2853,5115,5956,6025,3426,6138,6950,7048,3998,7161,7943,8071,4568,8184,8936,9094,5141,9207,9931,10117,5715,10230,993,1011,571,1023,924,969,538,938,0.5544,0.7752,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.12,995,937,574,1023,1987,1960,1144,2046,2982,2983,1718,3069,3973,4006,2286,4092,4967,5029,2858,5115,5961,6022,3429,6138,6951,7045,3998,7161,7946,8068,4571,8184,8937,9091,5139,9207,9931,10114,5712,10230,993,1011,571,1023,924,969,538,938,0.5544,0.7752,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.21,994,1023,568,1023,1991,1986,1141,2046,2985,3009,1710,3069,3982,4032,2282,4092,4976,5005,2852,5115,5972,6028,3424,6138,6964,7051,3993,7161,7961,8074,4565,8184,8954,9097,5135,9207,9950,10120,5707,10230,995,1012,570,1023,926,970,537,938,0.5556,0.7760,0.5370,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
23.29,995,1001,572,1023,1987,1957,1142,2046,2982,2980,1714,3069,3977,4003,2287,4092,4971,5026,2857,5115,5963,6049,3426,6138,6954,7072,3997,7161,7949,8095,4571,8184,8943,9118,5143,9207,9935,10141,5714,10230,993,1014,571,1023,924,972,538,938,0.5544,0.7776,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.37,993,1023,571,1023,1983,2046,1142,2046,2976,3006,1716,3069,3969,4029,2288,4092,4959,5052,2857,5115,5952,6075,3429,6138,6945,7098,4001,7161,7934,8121,4573,8184,8927,9144,5146,9207,9916,10167,5715,10230,991,1016,571,1023,922,974,538,938,0.5532,0.7792,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.46,995,1023,569,1023,1991,2046,1142,2046,2983,3069,1711,3069,3976,4092,2282,4092,4972,5115,2854,5115,5964,6138,3424,6138,6959,7161,3995,7161,7947,8184,4563,8184,8942,9207,5136,9207,9937,10230,5706,10230,993,1023,570,1023,924,981,537,938,0.5544,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.54,992,982,569,1023,1987,1913,1142,2046,2980,2889,1714,3069,3972,3912,2286,4092,4967,4935,2858,5115,5956,5958,3428,6138,6947,6981,3997,7161,7941,8004,4571,8184,8935,9027,5143,9207,9924,10050,5712,10230,992,1005,571,1023,923,963,538,938,0.5538,0.7704,0.5380,0.5628,0,0,0,0,-1.05,-0.83,-1.06,-1.04
23.62,997,1023,572,1023,1990,2046,1142,2046,2986,3069,1717,3069,3981,4092,2289,4092,4973,5115,2857,5115,5967,6138,3428,6138,6961,7161,4001,7161,7952,8184,4569,8184,8944,9207,5142,9207,9939,10230,5713,10230,993,1023,571,1023,924,981,538,938,0.5544,0.7848,0.5380,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.71,991,1023,569,1023,1986,2046,1141,2046,2982,3069,1713,3069,3976,4092,2284,4092,4970,5115,2850,5115,5964,6138,3420,6138,6960,7161,3993,7161,7956,8184,4565,8184,8948,9207,5134,9207,9942,10230,5703,10230,994,1023,570,1023,925,981,537,938,0.5550,0.7848,0.5370,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
23.79,995,1023,570,1023,1993,1952,1142,2046,2987,2940,1710,3069,3982,3963,2278,4092,4980,4958,2852,5115,5976,5976,3423,6138,6968,6999,3991,7161,7962,8022,4563,8184,8958,9045,5135,9207,9955,10068,5705,10230,995,1006,570,1023,926,964,537,938,0.5556,0.7712,0.5370,0.5628,0,0,0,0,-1.04,-0.83,-1.06,-1.04
23.87,998,1023,573,1023,1997,2029,1147,2046,2994,3052,1719,3069,3989,4020,2291,4092,4986,5043,2865,5115,5980,6066,3437,6138,6977,7089,4012,7161,7972,8112,4581,8184,8972,9135,5156,9207,9967,10158,5727,10230,996,1015,572,1023,927,973,539,938,0.5562,0.7784,0.5390,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
23.96,992,977,567,1023,1986,2000,1134,2046,2982,3023,1705,3069,3978,4046,2275,4092,4972,5069,2843,5115,5968,6092,3414,6138,6965,7115,3985,7161,7959,8138,4554,8184,8953,9161,5120,9207,9946,10184,5688,10230,994,1018,568,1023,925,976,535,938,0.5550,0.7808,0.5350,0.5628,0,0,0,0,-1.05,-0.82,-1.07,-1.04
24.04,995,1023,572,1023,1994,2046,1146,2046,2990,3069,1718,3069,3986,4092,2289,4092,4984,5115,2864,5115,5979,6138,3434,6138,6973,7161,4005,7161,7971,8184,4580,8184,8966,9207,5153,9207,9960,10230,5723,10230,996,1023,572,1023,927,981,539,938,0.5562,0.7848,0.5390,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
24.12,997,1023,573,1023,1995,2046,1148,2046,2992,3069,1719,3069,3987,4092,2290,4092,4984,5115,2866,5115,5983,6138,3441,6138,6982,7161,4014,7161,7974,8184,4584,8184,8969,9207,5155,9207,9966,10230,5730,10230,996,1023,573,1023,927,981,540,938,0.5562,0.7848,0.5400,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
