time,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,A7,B7,C7,D7,A8,B8,C8,D8,A9,B9,C9,D9,A10,B10,C10,D10,Aaverage,Baverage,Caverage,Daverage,Anormalised,Bnormalised,Cnormalised,Dnormalised,OD_A,OD_B,OD_C,OD_D,DilutiontimeforA,DilutiontimeforB,DilutiontimeforC,DilutiontimeforD,ErrorA,ErrorB,ErrorC,ErrorD
12.95,947,989,537,1023,1897,1973,1076,1982,2846,2920,1613,2972,3791,3770,2149,3990,4738,4685,2686,5013,5687,5602,3224,6036,6634,6497,3760,7059,7582,7450,4295,8082,8528,8421,4832,9105,9479,9394,5371,10128,947,939,537,1012,878,897,504,927,0.5268,0.7176,0.5040,0.5562,0,0,0,0,-1.07,-0.88,-1.10,-1.04
13.04,950,793,539,1023,1902,1706,1079,1970,2849,2661,1615,2926,3797,3654,2152,3944,4753,4545,2692,4967,5702,5501,3229,5990,6650,6442,3766,7013,7604,7406,4307,8036,8555,8361,4846,9059,9503,9335,5383,10082,950,933,538,1008,881,891,505,923,0.5286,0.7128,0.5050,0.5538,0,0,0,0,-1.07,-0.89,-1.10,-1.05
13.12,951,1023,537,1023,1900,1872,1075,1954,2848,2779,1612,2977,3800,3767,2152,4000,4751,4738,2692,4996,5700,5713,3227,6019,6648,6667,3764,7039,7600,7664,4305,8024,8548,8657,4838,9029,9496,9644,5375,10052,949,964,537,1005,880,922,504,920,0.5280,0.7376,0.5040,0.5520,0,0,0,0,-1.07,-0.86,-1.10,-1.05
13.20,952,1023,539,1018,1903,1975,1078,1957,2854,2969,1618,2913,3803,3952,2155,3883,4758,4929,2694,4906,5706,5912,3233,5888,6656,6857,3773,6870,7607,7788,4313,7877,8556,8734,4850,8876,9508,9701,5394,9870,950,970,539,987,881,928,506,902,0.5286,0.7424,0.5060,0.5412,0,0,0,0,-1.07,-0.86,-1.09,-1.06
13.29,953,947,540,1023,1904,1853,1077,2046,2853,2789,1615,3002,3807,3760,2156,4025,4753,4705,2693,5029,5710,5694,3234,6052,6662,6640,3775,7075,7612,7593,4312,8098,8563,8555,4851,9121,9516,9527,5392,10144,951,952,539,1014,882,910,506,929,0.5292,0.7280,0.5060,0.5574,0,0,0,0,-1.07,-0.87,-1.09,-1.04
13.37,952,944,540,1023,1908,1803,1082,2046,2862,2609,1621,3069,3813,3519,2158,4092,4767,4446,2699,5115,5721,5372,3241,6138,6672,6304,3778,7161,7624,7275,4318,8184,8579,8265,4860,9207,9532,9251,5397,10230,953,925,539,1023,884,883,506,938,0.5304,0.7064,0.5060,0.5628,0,0,0,0,-1.07,-0.89,-1.09,-1.04
13.45,955,1023,539,878,1914,2046,1082,1858,2868,2915,1621,2853,3825,3889,2164,3870,4780,4890,2704,4856,5737,5850,3244,5872,6693,6843,3785,6895,7647,7791,4326,7918,8603,8760,4867,8941,9557,9729,5407,9964,955,972,540,996,886,930,507,911,0.5316,0.7440,0.5070,0.5466,0,0,0,0,-1.07,-0.86,-1.09,-1.05
13.54,953,966,537,1023,1910,1924,1082,1986,2859,2947,1621,3000,3813,3943,2162,3977,4768,4943,2704,5000,5719,5942,3244,6023,6674,6897,3787,7046,7626,7865,4326,8069,8580,8836,4869,9092,9534,9814,5409,10115,953,981,540,1011,884,939,507,926,0.5304,0.7512,0.5070,0.5556,0,0,0,0,-1.07,-0.85,-1.09,-1.04
13.62,956,1023,543,1023,1909,2000,1083,2046,2866,2942,1626,3069,3820,3831,2165,4083,4774,4723,2710,5106,5728,5613,3252,6126,6681,6533,3792,7149,7637,7487,4336,8172,8589,8449,4875,9195,9541,9420,5415,10218,954,942,541,1021,885,900,508,936,0.5310,0.7200,0.5080,0.5616,0,0,0,0,-1.07,-0.88,-1.09,-1.04
13.70,957,816,543,1023,1913,1839,1085,2046,2871,2852,1629,3069,3828,3875,2170,4022,4783,4839,2712,5031,5741,5822,3257,6054,6696,6786,3800,7077,7652,7786,4342,8100,8607,8798,4883,9123,9561,9816,5424,10146,956,981,542,1014,887,939,509,929,0.5322,0.7512,0.5090,0.5574,0,0,0,0,-1.07,-0.85,-1.09,-1.04
13.79,955,851,541,958,1914,1874,1086,1981,2871,2897,1628,3004,3828,3861,2174,3939,4787,4884,2716,4962,5743,5896,3259,5985,6702,6878,3802,7008,7657,7827,4342,8031,8616,8819,4887,9054,9569,9827,5429,10077,956,982,542,1007,887,940,509,922,0.5322,0.7520,0.5090,0.5532,0,0,0,0,-1.07,-0.85,-1.09,-1.05
13.87,955,818,542,944,1911,1783,1085,1967,2870,2673,1631,2870,3831,3641,2177,3810,4790,4539,2722,4824,5747,5465,3263,5830,6704,6390,3806,6828,7662,7340,4352,7851,8621,8322,4898,8874,9578,9319,5442,9897,957,931,544,989,888,889,511,904,0.5328,0.7112,0.5110,0.5424,0,0,0,0,-1.07,-0.89,-1.09,-1.06
13.95,958,1023,543,1023,1916,1917,1086,2023,2872,2890,1632,2993,3828,3825,2174,3971,4788,4805,2721,4994,5746,5778,3265,6012,6701,6726,3806,7032,7659,7690,4351,8044,8617,8673,4896,9053,9572,9663,5440,10076,957,966,544,1007,888,924,511,922,0.5328,0.7392,0.5110,0.5532,0,0,0,0,-1.07,-0.86,-1.09,-1.05
14.04,961,1023,547,1023,1918,1983,1090,2046,2879,2885,1638,3056,3839,3868,2181,4079,4797,4823,2724,5102,5758,5810,3271,6122,6712,6799,3816,7145,7674,7789,4363,8168,8634,8785,4908,9191,9593,9788,5452,10214,959,978,545,1021,890,936,512,936,0.5340,0.7488,0.5120,0.5616,0,0,0,0,-1.07,-0.85,-1.09,-1.04
14.12,964,1023,547,1023,1929,1973,1094,2012,2890,2953,1637,2918,3851,3874,2182,3941,4816,4768,2727,4927,5779,5765,3274,5950,6739,6735,3820,6973,7702,7710,4366,7996,8666,8680,4914,9019,9628,9668,5459,10042,962,966,545,1004,893,924,512,919,0.5358,0.7392,0.5120,0.5514,0,0,0,0,-1.06,-0.86,-1.09,-1.05
14.20,964,1023,545,1023,1926,2046,1091,2046,2890,2954,1639,3069,3850,3966,2182,4092,4810,4977,2726,5115,5774,5948,3273,6138,6734,6919,3816,7161,7697,7907,4361,8184,8661,8906,4908,9207,9620,9897,5451,10230,962,989,545,1023,893,947,512,938,0.5358,0.7576,0.5120,0.5628,0,0,0,0,-1.06,-0.84,-1.09,-1.04
14.29,965,1023,548,1023,1929,2005,1094,1982,2889,3028,1639,2937,3856,4036,2188,3960,4819,5044,2736,4940,5781,6003,3281,5923,6744,6966,3829,6946,7707,7936,4377,7969,8668,8939,4923,8992,9629,9945,5468,10015,962,994,546,1001,893,952,513,916,0.5358,0.7616,0.5130,0.5496,0,0,0,0,-1.06,-0.84,-1.09,-1.05
14.37,964,971,553,957,1928,1994,1100,1871,2890,3017,1647,2890,3854,3977,2196,3907,4815,4985,2742,4930,5780,6008,3291,5923,6742,7007,3836,6894,7705,7994,4385,7917,8668,8987,4930,8940,9629,9992,5476,9963,962,999,547,996,893,957,514,911,0.5358,0.7656,0.5140,0.5466,0,0,0,0,-1.06,-0.83,-1.09,-1.05
14.45,961,1023,546,1021,1926,2020,1096,2044,2887,2997,1642,3044,3852,3993,2192,4060,4814,5016,2740,5083,5774,5996,3286,6093,6739,6949,3836,7116,7699,7898,4382,8139,8661,8886,4928,9162,9625,9907,5477,10185,962,990,547,1018,893,948,514,933,0.5358,0.7584,0.5140,0.5598,0,0,0,0,-1.06,-0.84,-1.09,-1.04
14.54,967,987,548,1023,1932,1972,1095,2046,2902,2960,1645,3048,3868,3980,2194,4071,4831,5003,2738,5094,5794,5992,3285,6117,6761,6978,3835,7140,7728,8001,4384,8163,8690,9024,4929,9186,9655,10046,5476,10209,965,1004,547,1020,896,962,514,935,0.5376,0.7696,0.5140,0.5610,0,0,0,0,-1.06,-0.83,-1.09,-1.04
14.62,966,935,549,1023,1931,1848,1095,2008,2896,2871,1643,3026,3864,3828,2194,4049,4831,4795,2743,5072,5797,5746,3286,6095,6761,6769,3834,7118,7731,7792,4385,8141,8697,8815,4934,9164,9660,9838,5480,10187,966,983,548,1018,897,941,515,933,0.5382,0.7528,0.5150,0.5598,0,0,0,0,-1.06,-0.85,-1.09,-1.04
14.70,964,967,549,1023,1930,1936,1098,2046,2898,2959,1649,2998,3862,3920,2197,3973,4827,4943,2747,4996,5794,5914,3298,6019,6755,6937,3845,7042,7722,7960,4396,8065,8685,8983,4945,9088,9650,9998,5495,10111,965,999,549,1011,896,957,516,926,0.5376,0.7656,0.5160,0.5556,0,0,0,0,-1.06,-0.83,-1.08,-1.04
14.79,969,981,551,1023,1936,2004,1103,2046,2904,3027,1655,3047,3870,4015,2205,4070,4840,4944,2758,5093,5807,5906,3307,6116,6773,6881,3856,7139,7743,7852,4409,8162,8709,8831,4957,9185,9676,9824,5507,10208,967,982,550,1020,898,940,517,935,0.5388,0.7520,0.5170,0.5610,0,0,0,0,-1.06,-0.85,-1.08,-1.04
14.87,968,1007,550,1023,1936,2030,1101,1991,2903,3009,1653,3014,3868,3990,2201,4037,4834,4882,2749,5060,5801,5887,3299,6083,6767,6869,3849,7106,7735,7862,4401,8129,8699,8877,4947,9152,9663,9889,5495,10175,966,988,549,1017,897,946,516,932,0.5382,0.7568,0.5160,0.5592,0,0,0,0,-1.06,-0.84,-1.08,-1.04
14.95,970,943,554,998,1940,1931,1107,2021,2906,2851,1656,3044,3876,3811,2209,4067,4846,4807,2762,5090,5812,5799,3311,6113,6778,6814,3863,7136,7749,7785,4416,8159,8716,8770,4965,9182,9683,9770,5517,10205,968,977,551,1020,899,935,518,935,0.5394,0.7480,0.5180,0.5610,0,0,0,0,-1.06,-0.85,-1.08,-1.04
15.04,970,1023,552,1023,1940,1924,1105,2046,2912,2840,1660,3069,3882,3863,2212,4092,4852,4869,2765,5083,5823,5821,3320,6106,6796,6816,3874,7129,7765,7812,4425,8152,8734,8831,4976,9175,9706,9848,5529,10198,970,984,552,1019,901,942,519,934,0.5406,0.7536,0.5190,0.5604,0,0,0,0,-1.06,-0.85,-1.08,-1.04
15.12,973,1023,555,1023,1945,1958,1108,2046,2915,2977,1660,3034,3888,3942,2217,4057,4860,4965,2772,5064,5828,5921,3325,6087,6801,6873,3880,7110,7773,7860,4436,8133,8744,8854,4990,9156,9714,9850,5544,10179,971,985,554,1017,902,943,521,932,0.5412,0.7544,0.5210,0.5592,0,0,0,0,-1.06,-0.85,-1.08,-1.04
15.20,970,1012,553,1023,1940,2027,1108,2046,2913,3049,1665,3061,3885,3960,2220,4084,4856,4929,2773,5107,5826,5952,3325,6113,6797,6975,3878,7136,7771,7998,4435,8159,8743,9014,4990,9182,9715,10037,5543,10205,971,1003,554,1020,902,961,521,935,0.5412,0.7688,0.5210,0.5610,0,0,0,0,-1.06,-0.83,-1.08,-1.04
15.29,973,1023,554,1023,1948,1890,1110,2046,2917,2818,1661,3069,3892,3797,2218,4092,4867,4763,2773,5115,5843,5770,3330,6138,6817,6793,3885,7161,7791,7799,4440,8184,8766,8803,4994,9207,9738,9812,5547,10230,973,981,554,1023,904,939,521,938,0.5424,0.7512,0.5210,0.5628,0,0,0,0,-1.06,-0.85,-1.08,-1.04
15.37,977,1023,559,1023,1953,1960,1116,2046,2928,2940,1668,3050,3902,3891,2225,4053,4878,4871,2783,5076,5851,5894,3337,6098,6824,6890,3892,7121,7800,7884,4454,8144,8772,8880,5008,9167,9746,9883,5563,10190,974,988,556,1019,905,946,523,934,0.5430,0.7568,0.5230,0.5604,0,0,0,0,-1.06,-0.84,-1.08,-1.04
15.45,977,912,554,1023,1953,1935,1106,2011,2927,2958,1655,2967,3903,3976,2207,3990,4879,4999,2758,5013,5850,5983,3309,6036,6823,6992,3860,7059,7800,7991,4412,8082,8776,9014,4964,9105,9748,10037,5513,10128,974,1003,551,1012,905,961,518,927,0.5430,0.7688,0.5180,0.5562,0,0,0,0,-1.06,-0.83,-1.08,-1.04
15.54,980,1023,556,1023,1954,2036,1106,2046,2932,3036,1661,3069,3909,4059,2215,4092,4884,5059,2767,5115,5863,6030,3323,6138,6840,6995,3874,7161,7815,7966,4426,8184,8795,8967,4980,9207,9770,9981,5531,10230,977,998,553,1023,908,956,520,938,0.5448,0.7648,0.5200,0.5628,0,0,0,0,-1.06,-0.84,-1.08,-1.04
15.62,978,1023,554,998,1953,2046,1104,2001,2929,3057,1657,3024,3908,4065,2214,4047,4886,4989,2767,5070,5863,5990,3318,6093,6839,7005,3871,7105,7818,7980,4426,8128,8793,8981,4978,9151,9768,9998,5529,10174,976,999,552,1017,907,957,519,932,0.5442,0.7656,0.5190,0.5592,0,0,0,0,-1.06,-0.83,-1.08,-1.04
15.70,976,1023,549,958,1957,2046,1104,1976,2937,3017,1657,2999,3914,3931,2210,3988,4892,4916,2762,5011,5872,5936,3318,6034,6846,6923,3870,7047,7826,7922,4424,8070,8805,8936,4976,9093,9782,9959,5527,10116,978,995,552,1011,909,953,519,926,0.5454,0.7624,0.5190,0.5556,0,0,0,0,-1.05,-0.84,-1.08,-1.04
15.79,984,1023,555,1023,1963,2033,1106,2015,2943,2962,1658,2984,3925,3985,2214,4007,4906,5008,2766,5030,5881,6025,3319,6053,6861,7048,3873,7076,7843,8071,4428,8099,8823,9094,4980,9122,9803,10117,5531,10145,980,1011,553,1014,911,969,520,929,0.5466,0.7752,0.5200,0.5574,0,0,0,0,-1.05,-0.82,-1.08,-1.04
15.87,983,1023,554,1018,1969,1962,1109,2016,2954,2985,1665,2983,3939,4007,2220,4006,4922,5030,2773,5018,5907,5990,3329,6041,6891,6996,3884,7057,7874,8019,4436,8080,8861,9042,4994,9103,9845,10065,5549,10126,984,1006,554,1012,915,964,521,927,0.5490,0.7712,0.5210,0.5562,0,0,0,0,-1.05,-0.83,-1.08,-1.04
15.95,977,1023,556,1023,1955,2046,1113,2046,2931,3069,1669,3069,3905,4013,2222,4092,4880,4952,2782,5115,5857,5936,3336,6138,6831,6925,3889,7161,7810,7895,4447,8184,8784,8877,5000,9207,9757,9870,5554,10230,975,987,555,1023,906,945,522,938,0.5436,0.7560,0.5220,0.5628,0,0,0,0,-1.06,-0.84,-1.08,-1.04
16.04,980,999,557,1023,1960,1913,1114,2046,2936,2936,1670,3069,3917,3959,2229,4086,4896,4950,2785,5105,5872,5929,3342,6128,6851,6928,3900,7151,7823,7936,4453,8174,8801,8959,5013,9197,9779,9982,5571,10220,977,998,557,1022,908,956,524,937,0.5448,0.7648,0.5240,0.5622,0,0,0,0,-1.06,-0.84,-1.08,-1.04
16.12,977,899,555,1023,1955,1799,1110,2046,2937,2650,1669,3055,3918,3616,2227,4078,4897,4555,2784,5101,5872,5534,3339,6124,6848,6523,3895,7147,7828,7546,4453,8170,8807,8569,5014,9193,9784,9592,5569,10216,978,959,556,1021,909,917,523,936,0.5454,0.7336,0.5230,0.5616,0,0,0,0,-1.05,-0.87,-1.08,-1.04
16.21,978,956,558,1023,1956,1979,1117,2046,2930,2972,1673,3069,3905,3995,2230,4047,4881,5018,2790,5070,5857,5942,3350,6093,6834,6938,3909,7116,7807,7920,4464,8139,8782,8911,5021,9162,9760,9917,5581,10185,976,991,558,1018,907,949,525,933,0.5442,0.7592,0.5250,0.5598,0,0,0,0,-1.06,-0.84,-1.08,-1.04
16.29,976,946,558,992,1954,1888,1119,2015,2934,2834,1678,3038,3909,3774,2234,4061,4887,4769,2795,5084,5863,5736,3351,6107,6843,6737,3912,7130,7821,7743,4472,8153,8799,8761,5028,9176,9778,9784,5589,10199,977,978,558,1019,908,936,525,934,0.5448,0.7488,0.5250,0.5604,0,0,0,0,-1.06,-0.85,-1.08,-1.04
16.37,976,949,556,1002,1956,1972,1118,2025,2936,2955,1677,2985,3914,3978,2235,3962,4894,5001,2797,4982,5872,5999,3357,6005,6849,7004,3914,7028,7828,8027,4474,8051,8808,9050,5034,9074,9785,10073,5592,10097,978,1007,559,1009,909,965,526,924,0.5454,0.7720,0.5260,0.5544,0,0,0,0,-1.05,-0.83,-1.07,-1.05
16.46,978,1023,557,988,1959,2046,1118,2011,2936,2935,1675,3001,3915,3912,2233,4024,4897,4919,2794,5047,5878,5942,3352,6070,6856,6965,3910,7093,7838,7988,4472,8116,8819,9011,5031,9139,9798,10034,5589,10162,979,1003,558,1016,910,961,525,931,0.5460,0.7688,0.5250,0.5586,0,0,0,0,-1.05,-0.83,-1.08,-1.04
16.54,980,933,559,1023,1964,1956,1126,2046,2946,2951,1686,3069,3926,3974,2245,4092,4907,4945,2805,5115,5890,5968,3368,6138,6872,6986,3925,7161,7853,8009,4484,8184,8833,9032,5046,9207,9817,10055,5608,10230,981,1005,560,1023,912,963,527,938,0.5472,0.7704,0.5270,0.5628,0,0,0,0,-1.05,-0.83,-1.07,-1.04
16.62,979,988,560,1023,1959,2011,1123,2036,2937,3016,1683,3059,3919,4039,2247,4082,4893,5010,2806,5105,5875,6033,3369,6128,6854,7056,3928,7151,7834,8079,4490,8174,8814,9102,5053,9197,9793,10125,5613,10220,979,1012,561,1022,910,970,528,937,0.5460,0.7760,0.5280,0.5622,0,0,0,0,-1.05,-0.82,-1.07,-1.04
16.71,974,1023,556,984,1950,1986,1114,2007,2930,2952,1673,2998,3908,3961,2231,4021,4887,4903,2792,5044,5866,5830,3350,6067,6842,6853,3908,7090,7820,7876,4466,8113,8797,8885,5024,9136,9775,9908,5584,10159,977,990,558,1015,908,948,525,930,0.5448,0.7584,0.5250,0.5580,0,0,0,0,-1.06,-0.84,-1.08,-1.04
16.79,987,947,567,1023,1975,1902,1129,2046,2962,2876,1693,3069,3949,3872,2258,4092,4935,4895,2823,5115,5921,5918,3389,6138,6907,6941,3953,7161,7894,7964,4520,8184,8882,8987,5084,9207,9868,10010,5647,10230,986,1001,564,1023,917,959,531,938,0.5502,0.7672,0.5310,0.5628,0,0,0,0,-1.05,-0.83,-1.07,-1.04
16.87,993,897,565,1023,1985,1920,1128,2046,2977,2943,1694,3069,3970,3876,2259,4092,4958,4891,2820,5115,5948,5911,3382,6138,6941,6917,3947,7161,7931,7940,4510,8184,8919,8963,5072,9207,9910,9986,5636,10230,991,998,563,1023,922,956,530,938,0.5532,0.7648,0.5300,0.5628,0,0,0,0,-1.05,-0.84,-1.07,-1.04
16.96,985,998,568,1023,1967,2021,1131,2046,2952,3044,1696,2994,3938,4067,2261,4017,4921,5049,2824,5040,5908,6027,3390,6063,6894,7050,3956,7086,7878,8058,4518,8109,8863,9081,5082,9132,9851,10104,5648,10155,985,1010,564,1015,916,968,531,930,0.5496,0.7744,0.5310,0.5580,0,0,0,0,-1.05,-0.83,-1.07,-1.04
17.04,987,1023,566,1023,1977,2046,1133,2046,2962,2954,1696,3069,3951,3966,2260,4092,4941,4954,2825,5115,5928,5913,3387,6138,6918,6936,3954,7161,7908,7946,4518,8184,8896,8969,5081,9207,9889,9992,5649,10230,988,999,564,1023,919,957,531,938,0.5514,0.7656,0.5310,0.5628,0,0,0,0,-1.05,-0.83,-1.07,-1.04
17.12,990,995,562,1023,1979,2018,1126,2046,2972,2931,1692,3069,3961,3848,2256,4092,4949,4871,2819,5115,5939,5894,3384,6138,6931,6917,3951,7161,7921,7940,4517,8184,8909,8963,5080,9207,9897,9986,5646,10230,989,998,564,1023,920,956,531,938,0.5520,0.7648,0.5310,0.5628,0,0,0,0,-1.05,-0.84,-1.07,-1.04
17.21,989,1023,564,1023,1979,2046,1129,1991,2969,3069,1699,2982,3958,4092,2266,4005,4946,5107,2831,5017,5934,6121,3395,6040,6924,7144,3963,7063,7914,8167,4530,8086,8901,9190,5094,9109,9889,10213,5657,10132,988,1021,565,1013,919,979,532,928,0.5514,0.7832,0.5320,0.5568,0,0,0,0,-1.05,-0.82,-1.07,-1.04
17.29,989,1023,563,1023,1981,2030,1130,2046,2971,3053,1694,2995,3964,4032,2261,4018,4954,5055,2826,5041,5946,6078,3394,6064,6936,7101,3957,7087,7926,8124,4523,8110,8918,9147,5089,9133,9904,10170,5651,10156,990,1017,565,1015,921,975,532,930,0.5526,0.7800,0.5320,0.5580,0,0,0,0,-1.05,-0.82,-1.07,-1.04
17.37,989,1023,566,1023,1980,2014,1135,2046,2971,2999,1702,3069,3959,4022,2266,4092,4951,4993,2834,5115,5943,6016,3401,6138,6932,7039,3965,7161,7922,8062,4533,8184,8914,9085,5100,9207,9902,10108,5664,10230,990,1010,566,1023,921,968,533,938,0.5526,0.7744,0.5330,0.5628,0,0,0,0,-1.05,-0.83,-1.07,-1.04
17.46,992,924,569,1023,1986,1947,1138,1974,2976,2970,1703,2997,3970,3922,2273,4020,4962,4908,2841,5043,5953,5921,3407,6066,6946,6917,3977,7089,7938,7940,4544,8112,8929,8963,5110,9135,9918,9986,5679,10158,991,998,567,1015,922,956,534,930,0.5532,0.7648,0.5340,0.5580,0,0,0,0,-1.05,-0.84,-1.07,-1.04
17.54,988,1023,566,1023,1977,2046,1137,2046,2968,3065,1705,3069,3955,3964,2271,4092,4947,4981,2842,5115,5938,6004,3412,6138,6926,7027,3979,7161,7917,8050,4550,8184,8908,9073,5119,9207,9896,10096,5686,10230,989,1009,568,1023,920,967,535,938,0.5520,0.7736,0.5350,0.5628,0,0,0,0,-1.05,-0.83,-1.07,-1.04
17.62,996,1023,569,1023,1990,2019,1136,2046,2987,3000,1707,3069,3983,4023,2277,4092,4975,5046,2843,5115,5971,6069,3414,6138,6968,7092,3984,7161,7961,8115,4550,8184,8956,9138,5121,9207,9952,10161,5691,10230,995,1016,569,1023,926,974,536,938,0.5556,0.7792,0.5360,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
17.71,995,970,567,1019,1989,1993,1137,2042,2981,2923,1703,3065,3976,3932,2273,4088,4971,4955,2841,5111,5962,5978,3408,6134,6957,7001,3976,7157,7949,8024,4542,8180,8943,9047,5113,9203,9938,10070,5682,10226,993,1007,568,1022,924,965,535,937,0.5544,0.7720,0.5350,0.5622,0,0,0,0,-1.05,-0.83,-1.07,-1.04
17.79,994,923,569,1023,1988,1946,1140,2046,2981,2813,1707,3069,3974,3836,2276,4092,4968,4813,2848,5115,5962,5836,3419,6138,6953,6839,3987,7161,7946,7862,4556,8184,8941,8885,5127,9207,9934,9908,5695,10230,993,990,569,1023,924,948,536,938,0.5544,0.7584,0.5360,0.5628,0,0,0,0,-1.05,-0.84,-1.06,-1.04
17.87,996,1023,568,1023,1994,1982,1138,2046,2990,3005,1706,3069,3988,4028,2276,4092,4985,5012,2844,5115,5980,6029,3411,6138,6977,7052,3982,7161,7976,8075,4553,8184,8972,9098,5119,9207,9967,10121,5686,10230,996,1012,568,1023,927,970,535,938,0.5562,0.7760,0.5350,0.5628,0,0,0,0,-1.04,-0.82,-1.07,-1.04
17.96,997,1023,572,1023,1991,2004,1137,2046,2986,3027,1708,3063,3982,3973,2279,4063,4977,4917,2844,5086,5973,5940,3415,6109,6970,6963,3985,7132,7964,7986,4550,8155,8960,9009,5121,9178,9956,10032,5690,10201,995,1003,569,1020,926,961,536,935,0.5556,0.7688,0.5360,0.5610,0,0,0,0,-1.04,-0.83,-1.06,-1.04
18.04,993,1023,568,1023,1990,2026,1142,2046,2985,3029,1709,3069,3982,4052,2279,4092,4978,5075,2848,5115,5973,6086,3417,6138,6969,7109,3987,7161,7963,8132,4555,8184,8961,9155,5126,9207,9956,10178,5694,10230,995,1017,569,1023,926,975,536,938,0.5556,0.7800,0.5360,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
18.12,995,1010,568,1023,1994,2033,1139,2046,2989,3056,1704,3069,3985,4079,2276,4092,4982,5102,2845,5115,5976,6067,3412,6138,6976,7090,3986,7161,7972,8113,4556,8184,8972,9136,5128,9207,9969,10159,5698,10230,996,1015,569,1023,927,973,536,938,0.5562,0.7784,0.5360,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
18.21,997,1023,570,1023,1992,2030,1139,2046,2989,3053,1711,3069,3983,4076,2280,4092,4979,5099,2851,5115,5975,6122,3422,6138,6969,7126,3990,7161,7966,8149,4562,8184,8962,9172,5131,9207,9957,10195,5699,10230,995,1019,569,1023,926,977,536,938,0.5556,0.7816,0.5360,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
18.29,999,1023,570,1023,1996,2046,1139,2046,2994,3069,1709,3069,3994,4092,2279,4092,4992,5060,2847,5115,5990,6083,3417,6138,6987,7106,3986,7161,7987,8129,4554,8184,8986,9152,5124,9207,9982,10175,5691,10230,998,1017,569,1023,929,975,536,938,0.5574,0.7800,0.5360,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
18.37,994,1013,567,1013,1990,2036,1140,2036,2984,3059,1708,3059,3980,4082,2279,4082,4976,5105,2849,5105,5970,6128,3418,6128,6968,7151,3990,7151,7963,8174,4558,8174,8958,9197,5127,9197,9955,10220,5698,10220,995,1022,569,1022,926,980,536,937,0.5556,0.7840,0.5360,0.5622,0,0,0,0,-1.04,-0.82,-1.06,-1.04
18.46,996,898,571,1023,1992,1921,1142,2046,2987,2944,1712,3069,3983,3935,2284,4092,4979,4958,2854,5115,5972,5981,3423,6138,6969,6985,3994,7161,7961,8008,4561,8184,8957,9031,5133,9207,9952,10054,5703,10230,995,1005,570,1023,926,963,537,938,0.5556,0.7704,0.5370,0.5628,0,0,0,0,-1.04,-0.83,-1.06,-1.04
18.54,1000,1023,570,1023,1998,2046,1140,2046,2996,3069,1712,3069,3996,4092,2282,4092,4993,5115,2847,5115,5990,6138,3415,6138,6990,7161,3986,7161,7989,8184,4556,8184,8988,9207,5126,9207,9986,10230,5695,10230,998,1023,569,1023,929,981,536,938,0.5574,0.7848,0.5360,0.5628,0,0,0,0,-1.04,-0.82,-1.06,-1.04
18.62,999,962,568,1023,1997,1985,1137,2046,2995,3008,1708,3069,3990,4031,2276,4092,4989,5054,2845,5115,5989,6057,3416,6138,6988,7046,3983,7161,7986,8057,4551,8184,8986,9080,5123,9207,9986,10103,5692,10230,998,1010,569,1023,929,968,536,938,0.5574,0.7744,0.5360,0.5628,0,0,0,0,-1.04,-0.83,-1.06,-1.04
18.71,994,1023,569,1023,1989,2046,1140,2046,2982,3069,1709,3069,3978,4092,2280,4092,4971,5115,2848,5115,5968,6138,3420,6138,6961,7161,3989,7161,7954,8184,4560,8184,8945,9207,5130,9207,9938,10230,5699,10230,993,1023,569,1023,924,981,536,938,0.5544,0.7848,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
18.79,991,1023,567,1023,1985,2046,1138,2046,2976,3069,1705,3069,3970,4092,2276,4092,4962,5109,2845,5115,5957,6132,3415,6138,6950,7155,3983,7161,7945,8178,4554,8184,8938,9201,5123,9207,9930,10224,5691,10230,993,1022,569,1023,924,980,536,938,0.5544,0.7840,0.5360,0.5628,0,0,0,0,-1.05,-0.82,-1.06,-1.04
18.87,994,1023,568,1023,1991,2016,1140,2046,2987,2981,1708,3069,3980,3998,2276,4092,4976,5021,2847,5115,5974,6013,3418,6138,6971,7036,3986,7161,7965,8059,4554,8184,8964,9082,5126,9207,9961,10105,5696,10230,996,1010,569,1023,927,968,536,938,0.5562,0.7744,0.5360,0.5628,0,0,0,0,-1.04,-0.83,-1.06,-1.04
18.96,992,1022,569,1023,1984,2045,1137,2046,2974,3068,1706,3069,3967,4091,2276,4083,4958,5114,2843,5106,5952,6137,3415,6129,6943,7142,3984,7152,7934,8165,4552,8175,8928,9188,5121,9198,9917,10211,5688,10221,991,1021,568,1022,922,979,535,937,0.5532,0.7832,0.5350,0.5622,0,0,0,0,-1.05,-0.82,-1.07,-1.04
